Customer Name,City,State,Days to Ship,Product Name,Actual Discount,Sales,Profit,Quantity,Order Day of Week,Order Day of Year,Order Year,Ship Day of Week,Ship Day of Year,Ship Year
Sharon Kerley,Helmond,North Brabant,5,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",8.5,17,-12,3,0,84,2013,5,89,2013
Sharon Kerley,Helmond,North Brabant,5,"Nokia Audio Dock, Full Size",42.0,84,-55,1,0,84,2013,5,89,2013
Samuel Thomas,Castres,Languedoc-Roussillon-Midi-Pyrénées,2,"Tenex Lockers, Blue",55.1,551,98,3,1,85,2013,3,87,2013
Benjamin Humphries,Zurich,Zürich,6,"Ibico 3-Hole Punch, Recycled",0.0,92,26,3,1,85,2013,0,91,2013
Morgan Anderson,Foligno,Umbria,4,"Stockwell Clamps, 12 Pack",0.0,93,45,5,3,87,2013,0,91,2013
Luca Graham,Dresden,Saxony,5,"Stockwell Push Pins, Metal",11.0,22,-21,3,3,87,2013,1,92,2013
Luca Graham,Dresden,Saxony,5,"Rogers Box, Industrial",23.4,39,-59,4,3,87,2013,1,92,2013
Chelsea Bannister,Hamm,North Rhine-Westphalia,1,"Tenex Door Stop, Erganomic",0.0,170,27,4,4,88,2013,5,89,2013
Chelsea Bannister,Hamm,North Rhine-Westphalia,1,"Kleencut Scissors, Serrated",0.0,38,3,2,4,88,2013,5,89,2013
Chelsea Bannister,Hamm,North Rhine-Westphalia,1,"Samsung Smart Phone, Cordless",0.0,639,45,1,4,88,2013,5,89,2013
Juanita Smalls,Hanover,Lower Saxony,6,"Novimex File Folder Labels, Alphabetical",4.0,8,-6,2,4,88,2013,3,94,2013
Alexis Code,Troisdorf,North Rhine-Westphalia,4,"Novimex Swivel Stool, Black",72.9,729,-57,5,5,89,2013,2,93,2013
Alexis Code,Troisdorf,North Rhine-Westphalia,4,"Smead Box, Industrial",5.1,51,-1,5,5,89,2013,2,93,2013
Alexis Code,Troisdorf,North Rhine-Westphalia,4,"Canon Personal Copier, Digital",0.0,285,14,2,5,89,2013,2,93,2013
Alexis Code,Troisdorf,North Rhine-Westphalia,4,"Motorola Speaker Phone, VoIP",0.0,390,16,3,5,89,2013,2,93,2013
Toby Conway,Geneva,Geneva,4,"Eldon Clock, Erganomic",0.0,110,37,2,6,90,2013,3,94,2013
Toby Conway,Geneva,Geneva,4,"Stanley Pens, Easy-Erase",0.0,21,9,2,6,90,2013,3,94,2013
Adam Bentley,Newcastle upon Tyne,England,4,"Sauder Classic Bookcase, Pine",0.0,2624,446,6,6,90,2013,3,94,2013
Adam Bentley,Newcastle upon Tyne,England,4,"Sanford Pens, Easy-Erase",0.0,34,8,3,6,90,2013,3,94,2013
Adam Bentley,Newcastle upon Tyne,England,4,"Rogers Lockers, Blue",0.0,423,30,2,6,90,2013,3,94,2013
Angus De Groot,Gothenburg,Västra Götaland,6,"Advantus Photo Frame, Durable",24.0,40,-44,2,6,90,2013,5,96,2013
Harry Nelson,Treviso,Veneto,3,"Stanley Canvas, Water Color",0.0,158,69,3,0,91,2013,3,94,2013
Harry Nelson,Treviso,Veneto,3,"Wilson Jones Binding Machine, Recycled",0.0,296,32,6,0,91,2013,3,94,2013
Harry Nelson,Treviso,Veneto,3,"SanDisk Flash Drive, Programmable",0.0,123,50,3,0,91,2013,3,94,2013
Kayla Tearle,Rome,Lazio,3,"Apple Signal Booster, Full Size",198.8,497,-290,6,0,91,2013,3,94,2013
Daryl Claypool,Le Havre,Normandy,5,"OIC Rubber Bands, Metal",0.0,86,33,5,3,94,2013,1,99,2013
Aaron Bootman,Edinburgh,Scotland,5,"Binney & Smith Markers, Fluorescent",0.0,51,14,2,3,94,2013,1,99,2013
Aaron Bootman,Edinburgh,Scotland,5,"Novimex Shipping Labels, Alphabetical",0.0,32,16,3,3,94,2013,1,99,2013
Alexandra Macdonald,Saint-Priest,Auvergne-Rhône-Alpes,2,"Office Star Rocking Chair, Red",50.7,507,175,4,3,94,2013,5,96,2013
Alexandra Macdonald,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,4,"Breville Microwave, White",188.9,1889,483,7,4,95,2013,1,99,2013
Alexandra Macdonald,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,4,"Cardinal Binding Machine, Economy",0.0,498,139,10,4,95,2013,1,99,2013
Skye McCaffrey,Lattes,Languedoc-Roussillon-Midi-Pyrénées,6,"Smead Round Labels, 5000 Label Set",0.0,15,1,2,5,96,2013,4,102,2013
Skye McCaffrey,Lattes,Languedoc-Roussillon-Midi-Pyrénées,6,"Green Bar Message Books, Recycled",0.0,47,17,2,5,96,2013,4,102,2013
Michelle Barrett,Geneva,Geneva,4,"KitchenAid Toaster, White",0.0,584,234,7,5,96,2013,2,100,2013
Evie Rees,Le Blanc-Mesnil,Ile-de-France,6,"Cardinal Binder, Clear",0.0,53,2,4,6,97,2013,5,103,2013
Evie Rees,Le Blanc-Mesnil,Ile-de-France,6,"Acme Scissors, Easy Grip",0.0,81,19,3,6,97,2013,5,103,2013
David Harney,Essen,North Rhine-Westphalia,4,"KitchenAid Toaster, Red",53.8,538,221,7,6,97,2013,3,101,2013
David Harney,Essen,North Rhine-Westphalia,4,"Stanley Pens, Water Color",0.0,119,38,9,6,97,2013,3,101,2013
David Harney,Essen,North Rhine-Westphalia,4,"GlobeWeis Peel and Seal, Security-Tint",0.0,48,6,2,6,97,2013,3,101,2013
David Harney,Essen,North Rhine-Westphalia,4,"Fellowes Trays, Single Width",41.3,413,184,8,6,97,2013,3,101,2013
David Harney,Essen,North Rhine-Westphalia,4,"Rogers Folders, Wire Frame",8.0,80,1,3,6,97,2013,3,101,2013
Kaitlyn Dorsch,Coimbra,Coimbra,2,"Binney & Smith Canvas, Blue",102.5,205,-127,8,1,99,2013,3,101,2013
Kaitlyn Dorsch,Coimbra,Coimbra,2,"Cameo Business Envelopes, Security-Tint",8.5,17,-5,2,1,99,2013,3,101,2013
Logan Tilley,Bonn,North Rhine-Westphalia,2,"Advantus Clock, Black",0.0,257,74,5,3,101,2013,5,103,2013
Logan Tilley,Bonn,North Rhine-Westphalia,2,"BIC Highlighters, Water Color",0.0,44,8,2,3,101,2013,5,103,2013
Logan Tilley,Bonn,North Rhine-Westphalia,2,"Harbour Creations Round Labels, 5000 Label Set",0.0,64,25,9,3,101,2013,5,103,2013
Logan Tilley,Bonn,North Rhine-Westphalia,2,"Canon Copy Machine, Digital",0.0,785,86,3,3,101,2013,5,103,2013
Logan Tilley,Bonn,North Rhine-Westphalia,2,"Cisco Signal Booster, Full Size",0.0,306,9,2,3,101,2013,5,103,2013
Corey Norton,Marseille,Provence-Alpes-Côte d'Azur,5,"Belkin Flash Drive, Bluetooth",0.0,294,109,7,3,101,2013,1,106,2013
Owen Howell,Ponferrada,Castile and León,4,"Novimex Steel Folding Chair, Red",13.2,66,19,1,4,102,2013,1,106,2013
Owen Howell,Ponferrada,Castile and León,4,"Binney & Smith Highlighters, Fluorescent",0.0,54,4,3,4,102,2013,1,106,2013
Owen Howell,Ponferrada,Castile and León,4,"Binney & Smith Markers, Easy-Erase",0.0,97,39,4,4,102,2013,1,106,2013
Owen Howell,Ponferrada,Castile and León,4,"Avery Binder Covers, Clear",0.0,21,5,2,4,102,2013,1,106,2013
Owen Howell,Ponferrada,Castile and León,4,"Cardinal Binder Covers, Economy",0.0,24,1,2,4,102,2013,1,106,2013
Molly Palmer,Nacka,Stockholm,1,"Nokia Headset, VoIP",36.5,73,-12,2,4,102,2013,5,103,2013
Nicholas Carey,Crewe,England,4,"Binney & Smith Markers, Blue",0.0,169,32,7,6,104,2013,3,108,2013
Nicholas Carey,Crewe,England,4,"Okidata Inkjet, Durable",0.0,625,6,2,6,104,2013,3,108,2013
Eve Bates,Duisburg,North Rhine-Westphalia,3,"Eldon File Cart, Single Width",57.6,576,51,5,6,104,2013,2,107,2013
Molly Palmer,Montigny-le-Bretonneux,Ile-de-France,2,"Stanley Highlighters, Water Color",0.0,36,12,2,0,105,2013,2,107,2013
Gerald Galvan,Apeldoorn,Gelderland,5,"Enermax Parchment Paper, Multicolor",8.5,17,-7,2,1,106,2013,6,111,2013
Benjamin Lee,Brindisi,Apulia,2,"Boston Highlighters, Blue",0.0,57,14,3,3,108,2013,5,110,2013
Benjamin Lee,Brindisi,Apulia,2,"Cardinal Binder Covers, Economy",0.0,24,1,2,3,108,2013,5,110,2013
Benjamin Lee,Brindisi,Apulia,2,"Advantus Clamps, Metal",0.0,39,18,2,3,108,2013,5,110,2013
Benjamin Lee,Brindisi,Apulia,2,"SanDisk Cards & Envelopes, Recycled",0.0,242,10,5,3,108,2013,5,110,2013
Benjamin Lee,Brindisi,Apulia,2,"Eldon Lockers, Blue",190.0,475,-238,4,3,108,2013,5,110,2013
Benjamin Lee,Brindisi,Apulia,2,"Rogers Box, Blue",23.2,58,-37,4,3,108,2013,5,110,2013
Benjamin Lee,Brindisi,Apulia,2,"Memorex Mouse, Erganomic",0.0,312,12,12,3,108,2013,5,110,2013
Donald Pak,Hamburg,Hamburg,4,"Acco Hole Reinforcements, Clear",0.0,31,1,5,3,108,2013,0,112,2013
Donald Pak,Hamburg,Hamburg,4,"Novimex Shipping Labels, Alphabetical",0.0,65,32,6,3,108,2013,0,112,2013
Donald Pak,Hamburg,Hamburg,4,"Fellowes Folders, Industrial",4.8,48,7,2,3,108,2013,0,112,2013
Donald Pak,Hamburg,Hamburg,4,"Acme Ruler, Steel",0.0,81,24,5,3,108,2013,0,112,2013
Alexander Bennett,Fontainebleau,Ile-de-France,7,"Panasonic Printer, Red",302.55,2017,0,9,3,108,2013,3,115,2013
Koby Tompson,Riom,Auvergne-Rhône-Alpes,6,"Boston Markers, Fluorescent",0.0,83,12,3,4,109,2013,3,115,2013
Mackenzie Whitford,Limoges,Aquitaine-Limousin-Poitou-Charentes,5,"Avery Binder Covers, Durable",0.0,13,2,1,4,109,2013,2,114,2013
Sofia de Castella,Potsdam,Brandenburg,6,"Tenex File Cart, Blue",36.0,360,32,3,5,110,2013,4,116,2013
Eve Spencer,Lowestoft,England,6,"BIC Highlighters, Water Color",0.0,66,12,3,5,110,2013,4,116,2013
Eve Spencer,Lowestoft,England,6,"Smead File Folder Labels, Alphabetical",0.0,26,12,3,5,110,2013,4,116,2013
Eve Spencer,Lowestoft,England,6,"Eaton Cards & Envelopes, Multicolor",0.0,186,89,4,5,110,2013,4,116,2013
Eve Spencer,Lowestoft,England,6,"Cisco Speaker Phone, VoIP",0.0,693,229,5,5,110,2013,4,116,2013
Amy Nixon,Dublin,Dublin,7,"Apple Office Telephone, Cordless",119.0,238,0,7,5,110,2013,5,117,2013
Sebastian McClelland,Elx,Valenciana,5,"Wilson Jones Index Tab, Economy",0.0,39,10,6,6,111,2013,4,116,2013
Sebastian McClelland,Elx,Valenciana,5,"Samsung Speaker Phone, VoIP",44.4,444,89,4,6,111,2013,4,116,2013
Luca Varley,Sannois,Ile-de-France,4,"Hon Legal Exhibit Labels, Adjustable",0.0,18,3,2,0,112,2013,4,116,2013
Luca Varley,Sannois,Ile-de-France,4,"Cisco Signal Booster, with Caller ID",96.75,645,76,5,0,112,2013,4,116,2013
Tara Hines,Rotterdam,South Holland,5,"Sanford Pencil Sharpener, Water Color",19.5,39,-19,3,3,115,2013,1,120,2013
Jay Andrews,Halifax,England,4,"Fellowes Folders, Single Width",0.0,159,65,6,4,116,2013,1,120,2013
Ava Giles,Duisburg,North Rhine-Westphalia,5,"Fiskars Trimmer, Easy Grip",0.0,176,65,4,4,116,2013,2,121,2013
Gracie Powell,Paris,Ile-de-France,1,"Nokia Headset, with Caller ID",102.6,684,-24,11,4,116,2013,5,117,2013
Kristal McCaslin,Milan,Lombardy,6,"Novimex Chairmat, Red",27.0,45,-34,2,4,116,2013,3,122,2013
Mariam McMeckan,Rubí,Catalonia,5,"Ikea 3-Shelf Cabinet, Pine",0.0,719,21,5,5,117,2013,3,122,2013
Mariam McMeckan,Rubí,Catalonia,5,"KitchenAid Toaster, White",0.0,334,133,4,5,117,2013,3,122,2013
Lori Miller,Le Petit-Quevilly,Normandy,6,"Harbour Creations Executive Leather Armchair, Red",171.3,1713,552,4,5,117,2013,4,123,2013
Lori Miller,Le Petit-Quevilly,Normandy,6,"Hon Rocking Chair, Black",80.8,808,251,7,5,117,2013,4,123,2013
Lori Miller,Le Petit-Quevilly,Normandy,6,"Cardinal Hole Reinforcements, Clear",0.0,5,2,1,5,117,2013,4,123,2013
Lori Miller,Le Petit-Quevilly,Normandy,6,"Novimex Legal Exhibit Labels, Alphabetical",0.0,31,6,3,5,117,2013,4,123,2013
Lori Miller,Le Petit-Quevilly,Normandy,6,"Smead Trays, Blue",21.8,218,7,5,5,117,2013,4,123,2013
William Somerville,Nijmegen,Gelderland,5,"Cameo Peel and Seal, Set of 50",26.5,53,-36,5,5,117,2013,3,122,2013
Louie Knight,Chaumont,Alsace-Champagne-Ardenne-Lorraine,6,"Stanley Pencil Sharpener, Fluorescent",0.0,124,40,5,5,117,2013,4,123,2013
Louie Knight,Chaumont,Alsace-Champagne-Ardenne-Lorraine,6,"Cardinal Binder, Clear",0.0,120,4,9,5,117,2013,4,123,2013
Louie Knight,Chaumont,Alsace-Champagne-Ardenne-Lorraine,6,"OIC Push Pins, Assorted Sizes",0.0,25,5,2,5,117,2013,4,123,2013
Jodie Garner,Vernon,Normandy,6,"Acco Binder, Recycled",0.0,16,0,1,6,118,2013,5,124,2013
Imogen Daly,Geneva,Geneva,6,"Smead Round Labels, 5000 Label Set",0.0,15,1,2,0,119,2013,6,125,2013
Mohammed Fox,Cholet,Pays de la Loire,4,"Eldon Box, Single Width",3.7,37,8,4,0,119,2013,4,123,2013
Charlotte Taylor,Siena,Tuscany,4,"Avery Binding Machine, Clear",0.0,145,17,3,0,119,2013,4,123,2013
Melody Nelson,Cesena,Emilia-Romagna,4,"Sanford Sketch Pad, Fluorescent",0.0,93,44,2,0,119,2013,4,123,2013
Jacob Roemer,Nogent-sur-Oise,Nord-Pas-de-Calais-Picardie,4,"Elite Scissors, Steel",0.0,66,14,3,0,119,2013,4,123,2013
Leslie Wilson,Antwerp,Antwerp,2,"BIC Pencil Sharpener, Blue",0.0,29,12,1,0,119,2013,2,121,2013
Leslie Wilson,Antwerp,Antwerp,2,"Boston Canvas, Blue",0.0,161,40,3,0,119,2013,2,121,2013
Eileen Walker,Pontoise,Ile-de-France,4,"Hoover Microwave, Red",138.9,1389,154,5,3,122,2013,0,126,2013
Sam French,Krefeld,North Rhine-Westphalia,7,"Epson Phone, Wireless",0.0,162,73,2,3,122,2013,3,129,2013
Ebony Sadlier,Bremen,Bremen,4,"Eldon Lockers, Single Width",53.4,534,232,3,4,123,2013,1,127,2013
Ebony Sadlier,Bremen,Bremen,4,"Okidata Calculator, Red",0.0,99,29,2,4,123,2013,1,127,2013
Ebony Sadlier,Bremen,Bremen,4,"Apple Headset, Cordless",0.0,533,112,7,4,123,2013,1,127,2013
Dylan Disney,Augsburg,Bavaria,5,"Deflect-O Stacking Tray, Erganomic",0.0,112,4,5,5,124,2013,3,129,2013
Dylan Disney,Augsburg,Bavaria,5,"Novimex File Folder Labels, 5000 Label Set",0.0,26,10,3,5,124,2013,3,129,2013
Toby Clunie,London,England,4,"Okidata Inkjet, Wireless",141.3,1413,503,5,5,124,2013,2,128,2013
Rose Heap,Munich,Bavaria,3,"Binney & Smith Sketch Pad, Water Color",0.0,99,33,2,5,124,2013,1,127,2013
Rose Heap,Munich,Bavaria,3,"Canon Fax and Copier, High-Speed",0.0,379,27,2,5,124,2013,1,127,2013
Edward Webber,Moers,North Rhine-Westphalia,4,"Harbour Creations File Folder Labels, Laser Printer Compatible",0.0,35,11,4,5,124,2013,2,128,2013
Edward Webber,Moers,North Rhine-Westphalia,4,"Nokia Office Telephone, with Caller ID",0.0,65,3,1,5,124,2013,2,128,2013
Philip Newsom,Ulm,Baden-Württemberg,6,"Dania Classic Bookcase, Pine",111.3,1113,260,3,5,124,2013,4,130,2013
Philip Newsom,Ulm,Baden-Württemberg,6,"BIC Markers, Fluorescent",0.0,55,4,2,5,124,2013,4,130,2013
Philip Newsom,Ulm,Baden-Württemberg,6,"Stanley Pens, Easy-Erase",0.0,31,14,3,5,124,2013,4,130,2013
Louis Scott,Vienna,Vienna,5,"Brother Fax and Copier, Digital",0.0,382,53,2,6,125,2013,4,130,2013
Louis Scott,Vienna,Vienna,5,"Hewlett Copy Machine, Color",0.0,1047,524,4,6,125,2013,4,130,2013
John Kemp,Erfurt,Thuringia,6,"Tenex Photo Frame, Black",0.0,311,87,6,6,125,2013,5,131,2013
John Kemp,Erfurt,Thuringia,6,"BIC Markers, Easy-Erase",0.0,107,30,4,6,125,2013,5,131,2013
John Kemp,Erfurt,Thuringia,6,"BIC Markers, Water Color",0.0,89,31,3,6,125,2013,5,131,2013
John Kemp,Erfurt,Thuringia,6,"Cameo Peel and Seal, Security-Tint",0.0,70,4,3,6,125,2013,5,131,2013
John Kemp,Erfurt,Thuringia,6,"Eaton Note Cards, Premium",0.0,56,17,2,6,125,2013,5,131,2013
John Kemp,Erfurt,Thuringia,6,"Fellowes Box, Blue",5.3,53,3,3,6,125,2013,5,131,2013
Eva Arnold,Watford,England,2,"Accos Paper Clips, Assorted Sizes",0.0,34,0,3,0,126,2013,2,128,2013
Lisa Watkins,Alcobendas,Madrid,2,"Kraft Mailers, with clear poly window",0.0,82,20,2,1,127,2013,3,129,2013
Lisa Watkins,Alcobendas,Madrid,2,"Samsung Speaker Phone, Full Size",22.4,224,35,2,1,127,2013,3,129,2013
Richard Poole,Amsterdam,North Holland,5,"Wilson Jones Binding Machine, Economy",85.5,171,-48,7,1,127,2013,6,132,2013
Ewan Hyde,Stockholm,Stockholm,5,"Sanford Pencil Sharpener, Fluorescent",13.0,26,-8,2,3,129,2013,1,134,2013
Patricia Smith,Porto,Porto,3,"Eldon Frame, Durable",85.0,170,-82,3,3,129,2013,6,132,2013
Francesca Bowen,Champigny-sur-Marne,Ile-de-France,5,"Binney & Smith Highlighters, Easy-Erase",0.0,51,18,3,4,130,2013,2,135,2013
Francesca Bowen,Champigny-sur-Marne,Ile-de-France,5,"Konica Phone, Durable",33.0,220,70,3,4,130,2013,2,135,2013
Francesca Bowen,Champigny-sur-Marne,Ile-de-France,5,"Konica Phone, White",10.8,72,17,1,4,130,2013,2,135,2013
Denise Harris,Dudley,England,4,"Deflect-O Door Stop, Duo Pack",27.6,92,8,3,4,130,2013,1,134,2013
Denise Harris,Dudley,England,4,"Stanley Pencil Sharpener, Water Color",0.0,200,12,8,4,130,2013,1,134,2013
Phoebe Moore,Barcelona,Catalonia,0,"Epson Printer, White",47.0,470,-31,2,4,130,2013,4,130,2013
Erick Tanner,Stockholm,Stockholm,2,"Boston Pencil Sharpener, Water Color",22.0,44,-32,3,4,130,2013,6,132,2013
Erick Tanner,Stockholm,Stockholm,2,"Enermax Parchment Paper, 8.5 x 11",19.5,39,-17,4,4,130,2013,6,132,2013
Erick Tanner,Stockholm,Stockholm,2,"Tenex Lockers, Wire Frame",305.0,610,-232,6,4,130,2013,6,132,2013
Viola Watson,Apeldoorn,Gelderland,4,"Safco Floating Shelf Set, Traditional",98.5,197,-24,2,5,131,2013,2,135,2013
Viola Watson,Apeldoorn,Gelderland,4,"Hamilton Beach Toaster, White",28.0,56,-8,2,5,131,2013,2,135,2013
Viola Watson,Apeldoorn,Gelderland,4,"OIC Rubber Bands, 12 Pack",20.5,41,-2,5,5,131,2013,2,135,2013
Viola Watson,Apeldoorn,Gelderland,4,"Eldon Box, Wire Frame",9.5,19,-7,4,5,131,2013,2,135,2013
Viola Watson,Apeldoorn,Gelderland,4,"Fellowes Box, Industrial",20.0,40,-36,4,5,131,2013,2,135,2013
Viola Watson,Apeldoorn,Gelderland,4,"Rogers File Cart, Industrial",106.0,212,-140,3,5,131,2013,2,135,2013
Viola Watson,Apeldoorn,Gelderland,4,"Acme Box Cutter, Serrated",17.5,35,-19,2,5,131,2013,2,135,2013
Maddison Newman,Utrecht,Utrecht,5,"Xerox Computer Printout Paper, Recycled",26.5,53,-18,4,6,132,2013,4,137,2013
Patrick Townson,Bordeaux,Aquitaine-Limousin-Poitou-Charentes,2,"Chromcraft Wood Table, with Bottom Storage",219.45,627,-135,2,6,132,2013,1,134,2013
Jason Roger,Messina,Sicily,2,"Binney & Smith Canvas, Water Color",0.0,109,52,2,0,133,2013,2,135,2013
Jason Roger,Messina,Sicily,2,"SanDisk Router, Bluetooth",0.0,1025,400,4,0,133,2013,2,135,2013
Robert James,Vincennes,Ile-de-France,4,"Binney & Smith Sketch Pad, Blue",0.0,139,36,3,0,133,2013,4,137,2013
Edward Hodges,Neuilly-sur-Marne,Ile-de-France,4,"Samsung Headset, Cordless",29.1,194,73,3,2,135,2013,6,139,2013
Ralph Holmes,Dublin,Dublin,5,"Breville Toaster, Red",57.5,115,-39,3,3,136,2013,1,141,2013
Tina Phelps,Milan,Lombardy,6,"Wilson Jones Binder Covers, Recycled",0.0,35,8,3,4,137,2013,3,143,2013
Tina Phelps,Milan,Lombardy,6,"Green Bar Computer Printout Paper, Multicolor",0.0,62,14,2,4,137,2013,3,143,2013
Tina Phelps,Milan,Lombardy,6,"Nokia Office Telephone, with Caller ID",31.2,78,-47,2,4,137,2013,3,143,2013
Rebecca Chamberlain,Argenteuil,Ile-de-France,0,"Binney & Smith Sketch Pad, Blue",0.0,510,132,11,5,138,2013,5,138,2013
Rebecca Chamberlain,Argenteuil,Ile-de-France,0,"Jiffy Peel and Seal, Recycled",0.0,94,16,5,5,138,2013,5,138,2013
Maddison Breen,Berlin,Berlin,4,"Stockwell Clamps, Bulk Pack",5.1,51,-1,3,5,138,2013,2,142,2013
Ryan Price,Vienna,Vienna,6,"Office Star Swivel Stool, Adjustable",0.0,1059,106,6,5,138,2013,4,144,2013
Ryan Price,Vienna,Vienna,6,"Advantus Door Stop, Erganomic",0.0,87,27,2,5,138,2013,4,144,2013
Ryan Price,Vienna,Vienna,6,"Fellowes File Cart, Industrial",0.0,965,125,7,5,138,2013,4,144,2013
Gabriel Sanders,Quartu Sant'Elena,Sardinia,7,"Rogers Box, Single Width",17.2,43,-20,3,5,138,2013,5,145,2013
Milla Hollinworth,Toledo,Castile-La Mancha,4,"Sanford Canvas, Easy-Erase",0.0,457,59,9,6,139,2013,3,143,2013
Milla Hollinworth,Toledo,Castile-La Mancha,4,"Green Bar Note Cards, Premium",0.0,238,86,8,6,139,2013,3,143,2013
Milla Hollinworth,Toledo,Castile-La Mancha,4,"Xerox Memo Slips, Multicolor",0.0,15,0,1,6,139,2013,3,143,2013
Henry Chandler,Rennes,Brittany,2,"Kleencut Box Cutter, High Speed",0.0,139,0,4,6,139,2013,1,141,2013
Mary Parker,Rome,Lazio,6,"Acco Hole Reinforcements, Clear",0.0,24,1,4,1,141,2013,0,147,2013
Mary Parker,Rome,Lazio,6,"Acco Hole Reinforcements, Economy",0.0,47,4,7,1,141,2013,0,147,2013
Bianca Monsoor,Breda,North Brabant,4,"Sauder 3-Shelf Cabinet, Mobile",254.0,508,-91,6,1,141,2013,5,145,2013
Bianca Monsoor,Breda,North Brabant,4,"Wilson Jones Hole Reinforcements, Economy",2.5,5,0,2,1,141,2013,5,145,2013
Bianca Monsoor,Breda,North Brabant,4,"Advantus Paper Clips, Assorted Sizes",5.5,11,-8,2,1,141,2013,5,145,2013
Angus Reading,Naples,Campania,4,"Binney & Smith Markers, Blue",0.0,24,5,1,5,145,2013,2,149,2013
Angus Reading,Naples,Campania,4,"Binney & Smith Pencil Sharpener, Water Color",0.0,60,14,2,5,145,2013,2,149,2013
Angus Reading,Naples,Campania,4,"Rogers File Cart, Single Width",102.4,256,-102,3,5,145,2013,2,149,2013
Angus Reading,Naples,Campania,4,"Belkin Memory Card, Programmable",0.0,698,209,6,5,145,2013,2,149,2013
Angus Reading,Naples,Campania,4,"Samsung Audio Dock, with Caller ID",240.4,601,-371,6,5,145,2013,2,149,2013
Alana Zahel,Lisieux,Normandy,2,"Boston Pens, Blue",0.0,43,1,3,6,146,2013,1,148,2013
Lily Dallachy,Portsmouth,England,4,"Tenex Folders, Blue",0.0,46,15,2,6,146,2013,3,150,2013
Lily Dallachy,Portsmouth,England,4,"Tenex Lockers, Single Width",0.0,2859,171,14,6,146,2013,3,150,2013
Lily Dallachy,Portsmouth,England,4,"Fiskars Letter Opener, High Speed",0.0,164,6,6,6,146,2013,3,150,2013
Louis Wilson,London,England,7,"Dania Floating Shelf Set, Metal",60.8,608,189,4,6,146,2013,6,153,2013
Louis Wilson,London,England,7,"BIC Highlighters, Water Color",15.9,159,14,8,6,146,2013,6,153,2013
Louis Wilson,London,England,7,"Avery 3-Hole Punch, Clear",12.3,123,4,5,6,146,2013,6,153,2013
Louis Wilson,London,England,7,"Rogers File Cart, Single Width",25.5,255,45,2,6,146,2013,6,153,2013
Lincoln Want,Pulheim,North Rhine-Westphalia,3,"Safco Floating Shelf Set, Pine",71.3,713,40,4,0,147,2013,3,150,2013
Lincoln Want,Pulheim,North Rhine-Westphalia,3,"Bevis Coffee Table, with Bottom Storage",289.45,827,-395,4,0,147,2013,3,150,2013
Lincoln Want,Pulheim,North Rhine-Westphalia,3,"Breville Coffee Grinder, White",32.4,324,-25,6,0,147,2013,3,150,2013
Lincoln Want,Pulheim,North Rhine-Westphalia,3,"Cardinal 3-Hole Punch, Clear",0.0,141,30,5,0,147,2013,3,150,2013
Lincoln Want,Pulheim,North Rhine-Westphalia,3,"Ibico Hole Reinforcements, Recycled",0.0,44,14,6,0,147,2013,3,150,2013
Esther Henderson,Hamburg,Hamburg,4,"Advantus Rubber Bands, Bulk Pack",0.0,100,33,6,0,147,2013,4,151,2013
Mariam McMeckan,Stockholm,Stockholm,3,"Cameo Clasp Envelope, Recycled",23.0,46,-38,11,0,147,2013,3,150,2013
Elijah Sodeman,Luton,England,5,"Logitech Mouse, Erganomic",0.0,54,12,2,1,148,2013,6,153,2013
Angus Ibsch,Talence,Aquitaine-Limousin-Poitou-Charentes,3,"Hon Computer Table, Adjustable Height",780.15,2229,-754,7,3,150,2013,6,153,2013
Leon Thompson,Rome,Lazio,5,"Fellowes Trays, Wire Frame",40.8,102,-25,3,4,151,2013,2,156,2013
Leon Thompson,Rome,Lazio,5,"Brother Copy Machine, Laser",0.0,524,5,2,4,151,2013,2,156,2013
Lorri Stratton,Deuil-la-Barre,Ile-de-France,5,"Cardinal 3-Hole Punch, Economy",0.0,58,26,2,5,152,2013,3,157,2013
Lorri Stratton,Deuil-la-Barre,Ile-de-France,5,"Cameo Peel and Seal, Security-Tint",0.0,140,8,6,5,152,2013,3,157,2013
Rachel Tyler,Lyon,Auvergne-Rhône-Alpes,4,"Apple Speaker Phone, Full Size",31.8,212,70,2,5,152,2013,2,156,2013
Paige Horsfall,Barcelona,Catalonia,4,"Cardinal Binding Machine, Durable",0.0,103,36,2,5,152,2013,2,156,2013
Maddison Breen,Cork,Cork,5,"Ikea Classic Bookcase, Traditional",514.5,1029,-247,5,5,152,2013,3,157,2013
Maddison Breen,Cork,Cork,5,"Wilson Jones 3-Hole Punch, Economy",14.0,28,-10,2,5,152,2013,3,157,2013
Maddison Breen,Cork,Cork,5,"Kraft Interoffice Envelope, with clear poly window",12.5,25,-6,1,5,152,2013,3,157,2013
Molly Crawford,Wigan,England,3,"Avery Binder Covers, Economy",0.0,22,7,2,5,152,2013,1,155,2013
Tyler Whitehead,Warrington,England,3,"Fellowes Shelving, Wire Frame",0.0,512,210,9,5,152,2013,1,155,2013
Tyler Whitehead,Warrington,England,3,"Enermax Numeric Keypad, Bluetooth",0.0,806,185,14,5,152,2013,1,155,2013
